Myoware,X-axis,Y-axis,Z-axis,Output
348,-7.31,2.25,0.06,Bicep_Correct_Form
295,-7.09,1.22,0.03,Bicep_Correct_Form
350,-7.69,0.59,-0.37,Bicep_Correct_Form
232,-7.78,1.03,-0.37,Bicep_Correct_Form
434,-7.53,2.06,-0.31,Bicep_Correct_Form
292,-7.34,1.22,0,Bicep_Correct_Form
404,-7.63,0.66,-0.31,Bicep_Correct_Form
280,-7.63,1.12,-0.34,Bicep_Correct_Form
430,-7.47,2.03,-0.03,Bicep_Correct_Form
309,-7.34,2.5,0.16,Bicep_Correct_Form
430,-8.16,1.63,-0.5,Bicep_Correct_Form
814,-7.56,0.66,-0.09,Bicep_Correct_Form
403,-7.09,0.06,-0.41,Bicep_Correct_Form
558,-6.97,2.56,0.44,Bicep_Correct_Form
373,-7.63,0.28,-0.75,Bicep_Correct_Form
562,-7.31,0.53,-0.37,Bicep_Correct_Form
318,-7.47,0.88,-0.66,Bicep_Correct_Form
519,-8.13,1.16,-1.06,Bicep_Correct_Form
695,-7.44,0.59,-0.37,Bicep_Correct_Form
561,-7.88,0.66,-0.81,Bicep_Correct_Form
398,-7.41,-0.28,-0.75,Bicep_Correct_Form
307,-7.59,0.59,-0.53,Bicep_Correct_Form
944,-7.06,1.12,0,Bicep_Correct_Form
595,-7.75,1.47,-0.03,Bicep_Correct_Form
447,-7.63,0.56,-0.84,Bicep_Correct_Form
499,-7.63,1.25,-0.5,Bicep_Correct_Form
684,-7.5,0.69,-0.69,Bicep_Correct_Form
470,-7.72,1.03,-0.22,Bicep_Correct_Form
174,-7.59,0.34,-0.06,Bicep_Correct_Form
544,-7.34,1.91,0.09,Bicep_Correct_Form
447,-7.38,-0.03,0.25,Bicep_Correct_Form
370,-7.44,0.59,-0.25,Bicep_Correct_Form
600,-8.44,-0.41,-0.75,Bicep_Correct_Form
453,-7.94,0.28,-1.59,Bicep_Correct_Form
276,-7.47,1,-0.66,Bicep_Correct_Form
83,-7.97,0.37,-0.75,Bicep_Correct_Form
208,-7.63,1.09,-0.63,Bicep_Correct_Form
368,-7.59,0.53,-0.94,Bicep_Correct_Form
203,-7.84,0.47,-0.5,Bicep_Correct_Form
458,-7.78,-0.41,-1.34,Bicep_Correct_Form
239,-7.72,0,-0.88,Bicep_Correct_Form
417,-7.53,0.5,-0.84,Bicep_Correct_Form
226,-7.31,0.53,-0.28,Bicep_Correct_Form
436,-7.59,0.94,0.03,Bicep_Correct_Form
282,-7.88,1.47,-0.56,Bicep_Correct_Form
514,-7.78,1.09,-0.59,Bicep_Correct_Form
59,-7.5,1.44,-0.59,Bicep_Correct_Form
435,-7.34,-1.03,-0.47,Bicep_Correct_Form
362,-7.84,1,-0.34,Bicep_Correct_Form
512,-7.09,0.84,0.12,Bicep_Correct_Form
205,-7.63,0.75,0.06,Bicep_Correct_Form
369,-7.53,1.31,0.12,Bicep_Correct_Form
252,-6.91,0.47,0.19,Bicep_Correct_Form
332,-7.34,1.03,0,Bicep_Correct_Form
512,-7.75,1.16,0.06,Bicep_Correct_Form
327,-7.19,1.59,-0.37,Bicep_Correct_Form
245,-7.5,0.44,-0.06,Bicep_Correct_Form
369,-7.47,1,-0.09,Bicep_Correct_Form
279,-7.5,0,0.16,Bicep_Correct_Form
480,-7.41,1.53,0.09,Bicep_Correct_Form
48,-7.69,1.31,-0.19,Bicep_Correct_Form
414,-7.66,1.25,0.09,Bicep_Correct_Form
60,-7.59,1.22,-0.03,Bicep_Correct_Form
261,-7.34,1.97,-0.12,Bicep_Correct_Form
459,-7.81,1.53,-0.41,Bicep_Correct_Form
47,-7.44,0.66,0.06,Bicep_Correct_Form
504,-7.84,0.69,-0.53,Bicep_Correct_Form
53,-7.84,1.44,-0.41,Bicep_Correct_Form
237,-7.22,2.28,0.31,Bicep_Correct_Form
390,-7.28,1.47,-0.12,Bicep_Correct_Form
469,-7.38,1.91,0.28,Bicep_Correct_Form
592,-8,0.47,-0.19,Bicep_Correct_Form
443,-7.41,1.06,0.34,Bicep_Correct_Form
55,-7.72,1.72,-0.03,Bicep_Correct_Form
310,-7.84,-0.47,-0.78,Bicep_Correct_Form
256,-7.59,0.28,-1.25,Bicep_Correct_Form
348,-7.84,0.81,-0.69,Bicep_Correct_Form
464,-7.78,1.22,-0.09,Bicep_Correct_Form
333,-7.81,1.06,0.41,Bicep_Correct_Form
548,-7.69,0.75,0.31,Bicep_Correct_Form
402,-7.31,1.03,0,Bicep_Correct_Form
200,-7.5,0.34,-1.56,Bicep_Correct_Form
582,-7.63,2.06,-1.25,Bicep_Correct_Form
467,-7.47,-1.34,0.09,Bicep_Correct_Form
357,-7.91,0.84,-1.16,Bicep_Correct_Form
433,-7.13,1.75,0.06,Bicep_Correct_Form
284,-8.03,0.75,-0.91,Bicep_Correct_Form
56,-7.75,-0.25,-2.03,Bicep_Correct_Form
430,-8.22,2.25,-0.47,Bicep_Correct_Form
379,-7.63,1.03,-0.16,Bicep_Correct_Form
275,-7.91,0.69,-0.91,Bicep_Correct_Form
355,-7.69,0.41,-0.31,Bicep_Correct_Form
202,-7.16,0.97,-0.16,Bicep_Correct_Form
298,-7.94,0.59,-0.5,Bicep_Correct_Form
203,-7.84,0.56,-0.31,Bicep_Correct_Form
326,-7.44,0.84,-0.28,Bicep_Correct_Form
174,-7.34,-0.28,0.06,Bicep_Correct_Form
348,-7.22,0.19,-0.25,Bicep_Correct_Form
197,-7.56,-0.22,0.47,Bicep_Correct_Form
338,-7.44,0.78,-0.41,Bicep_Correct_Form
199,-7.41,-0.22,-0.12,Bicep_Correct_Form
337,-7.56,0.91,-0.28,Bicep_Correct_Form
286,-8,1.5,-1.22,Bicep_Correct_Form
414,-7.53,0.47,0.12,Bicep_Correct_Form
496,-7.69,0.69,-0.66,Bicep_Correct_Form
231,-7.31,0.84,-0.19,Bicep_Correct_Form
372,-6.97,0.97,0.81,Bicep_Correct_Form
445,-7.53,0.66,-0.72,Bicep_Correct_Form
339,-8.28,1.03,-1.06,Bicep_Correct_Form
238,-7.84,0.44,-0.31,Bicep_Correct_Form
308,-7.13,-0.19,-0.34,Bicep_Correct_Form
49,-7.75,1.66,-0.44,Bicep_Correct_Form
335,-8.06,-0.16,0.03,Bicep_Correct_Form
47,-7.56,0.91,-0.03,Bicep_Correct_Form
806,-7.19,1.44,-1.34,Bicep_Correct_Form
471,-7.59,0.91,-1.25,Bicep_Correct_Form
528,-7.78,-0.06,-0.75,Bicep_Correct_Form
250,-7.38,0.28,-1.56,Bicep_Correct_Form
324,-7.03,0.69,-0.94,Bicep_Correct_Form
708,-7.81,0.94,-1.19,Bicep_Correct_Form
528,-7.97,0.97,-1,Bicep_Correct_Form
365,-7.84,0.94,-0.66,Bicep_Correct_Form
642,-7.88,-1.25,-2.72,Bicep_Correct_Form
563,-7.91,0.31,-1.69,Bicep_Correct_Form
484,-7.88,-0.22,-1.59,Bicep_Correct_Form
649,-7.44,0.41,-1.34,Bicep_Correct_Form
498,-7.66,0.5,-1.25,Bicep_Correct_Form
399,-7.81,0.28,-1.59,Bicep_Correct_Form
662,-7.22,1.44,-1.12,Bicep_Correct_Form
923,-7.25,1.09,-1.19,Bicep_Correct_Form
784,-7.84,0.34,-1.5,Bicep_Correct_Form
299,-7.28,0.41,-1,Bicep_Correct_Form
454,-7.78,0.56,-1.34,Bicep_Correct_Form
342,-7.56,1.16,-1.09,Bicep_Correct_Form
450,-7.5,0.81,-0.88,Bicep_Correct_Form
725,-7.34,0.59,-1.5,Bicep_Correct_Form
348,-7.34,1.34,-1,Bicep_Correct_Form
402,-7.38,0.75,-0.19,Bicep_Correct_Form
506,-8.63,1.94,-1.88,Bicep_Correct_Form
439,-7.03,0.19,-0.78,Bicep_Correct_Form
698,-7.81,0.81,-1.37,Bicep_Correct_Form
917,-7.25,1.16,-0.97,Bicep_Correct_Form
539,-7.97,1.72,-1.75,Bicep_Correct_Form
711,-7.63,0.44,-1.31,Bicep_Correct_Form
584,-7.72,0.59,-1.59,Bicep_Correct_Form
375,-7.59,0.81,-0.81,Bicep_Correct_Form
859,-7.59,0.19,-1.25,Bicep_Correct_Form
920,-7.72,1.56,-0.91,Bicep_Correct_Form
642,-7.63,0.25,-0.56,Bicep_Correct_Form
429,-7.66,1,-0.78,Bicep_Correct_Form
723,-6.28,1.16,-0.41,Bicep_Correct_Form
639,-8.13,0.78,-1.28,Bicep_Correct_Form
417,-7.66,0.88,-0.88,Bicep_Correct_Form
834,-7.66,0.19,-1,Bicep_Correct_Form
318,-7.75,1.37,-0.84,Bicep_Correct_Form
500,-7.63,-0.03,-0.84,Bicep_Correct_Form
588,-7.41,0.94,-1.16,Bicep_Correct_Form
456,-7.44,0.63,-0.72,Bicep_Correct_Form
865,-7.5,0.63,-0.81,Bicep_Correct_Form
273,-7.5,1.5,-0.53,Bicep_Correct_Form
198,-6.97,-0.25,-0.25,Bicep_Correct_Form
338,-7.81,1.59,-0.84,Bicep_Correct_Form
454,-7.84,-0.25,-1.22,Bicep_Correct_Form
507,-7.97,0.09,-1.63,Bicep_Correct_Form
656,-7.25,0.34,-1.06,Bicep_Correct_Form
268,-5.72,-2.31,-1.31,Bicep_Correct_Form
547,-7.41,1.59,-0.31,Bicep_Correct_Form
405,-7.72,-0.09,-2.09,Bicep_Correct_Form
674,-7.75,-0.22,-1.91,Bicep_Correct_Form
817,-7.22,0.94,-1.06,Bicep_Correct_Form
331,-7.38,1,-1.34,Bicep_Correct_Form
739,-7.47,0.69,-0.91,Bicep_Correct_Form
329,-7.78,0.84,-1.22,Bicep_Correct_Form
439,-7.72,1.28,-0.69,Bicep_Correct_Form
860,-7.63,-0.12,-1.25,Bicep_Correct_Form
937,-7.66,0.84,-0.97,Bicep_Correct_Form
317,-7.53,0.16,-0.97,Bicep_Correct_Form
975,-7.63,2.22,-1.03,Bicep_Correct_Form
561,-7.47,0.56,-1.34,Bicep_Correct_Form
737,-7.53,0.16,-1.91,Bicep_Correct_Form
977,-7.28,0.19,-1.28,Bicep_Correct_Form
414,-8.03,0.94,-1.09,Bicep_Correct_Form
322,-7.31,1.12,-0.84,Bicep_Correct_Form
619,-7.59,0.63,-0.88,Bicep_Correct_Form
335,-7.72,1.12,-1.09,Bicep_Correct_Form
644,-7.22,1.34,1.37,Bicep_Correct_Form
360,-7.81,1.78,0.16,Bicep_Correct_Form
470,-7.84,0.47,0.06,Bicep_Correct_Form
352,-7.38,1.19,0,Bicep_Correct_Form
252,-7.88,1,-0.53,Bicep_Correct_Form
418,-7.41,0.91,-0.25,Bicep_Correct_Form
61,-7.78,1.12,-0.41,Bicep_Correct_Form
355,-7.38,1.91,-0.78,Bicep_Correct_Form
564,-7.63,-0.19,-0.5,Bicep_Correct_Form
334,-7.47,-0.25,-0.28,Bicep_Correct_Form
64,-7.5,0.78,-0.78,Bicep_Correct_Form
373,-7.66,0.25,-0.19,Bicep_Correct_Form
488,-7.5,0.09,-0.72,Bicep_Correct_Form
327,-8,0.25,-1,Bicep_Correct_Form
205,-7.53,-0.28,-0.06,Bicep_Correct_Form
590,-7.28,0.25,-0.81,Bicep_Correct_Form
53,-7.88,0.75,-0.91,Bicep_Correct_Form
409,-7.56,0.12,-1.25,Bicep_Correct_Form
54,-7.75,1.59,0.53,Bicep_Correct_Form
482,-7.59,0.06,-0.47,Bicep_Correct_Form
50,-7.41,1.22,-0.19,Bicep_Correct_Form
370,-7.72,1.53,-0.63,Bicep_Correct_Form
51,-7.31,1.78,0.28,Bicep_Correct_Form
438,-7.25,1.19,-0.16,Bicep_Correct_Form
716,-7.09,1.31,0.03,Bicep_Correct_Form
226,-6.66,0.91,0.25,Bicep_Correct_Form
51,-7.09,1.59,-0.41,Bicep_Correct_Form
208,-7.56,-1.28,-0.59,Bicep_Correct_Form
420,-7.47,0.31,-1.56,Bicep_Correct_Form
764,-8.28,1.41,-0.47,Bicep_Correct_Form
464,-7.75,0.69,-0.81,Bicep_Correct_Form
270,-7.63,0.59,-0.84,Bicep_Correct_Form
711,-6.97,1.84,-0.41,Bicep_Correct_Form
188,-7.66,-0.59,-0.97,Bicep_Correct_Form
428,-7.91,0,-0.53,Bicep_Correct_Form
558,-7.63,0.31,0.28,Bicep_Correct_Form
92,-7.53,1.25,0.53,Bicep_Correct_Form
975,-4.81,1.37,0.66,Bicep_Correct_Form
54,-8.47,1.16,-0.5,Bicep_Correct_Form
373,-7.41,1.12,-1.97,Bicep_Correct_Form
543,-7.22,1.88,-0.28,Bicep_Correct_Form
463,-7.78,2.03,-0.5,Bicep_Correct_Form
520,-7.69,0.41,-0.53,Bicep_Correct_Form
976,-7.91,1.72,-0.97,Bicep_Correct_Form
93,-7.78,1.63,-0.63,Bicep_Correct_Form
539,-7.59,2.19,-0.84,Bicep_Correct_Form
325,-7.28,0.25,-0.22,Bicep_Correct_Form
60,-7.72,1.31,-0.37,Bicep_Correct_Form
596,-7.69,-0.66,-0.97,Bicep_Correct_Form
465,-7.31,2.88,-0.41,Bicep_Correct_Form
52,-7.63,2.69,-0.44,Bicep_Correct_Form
543,-7.53,0.88,0.12,Bicep_Correct_Form
429,-7.31,0.78,-0.34,Bicep_Correct_Form
375,-7.19,1.44,-0.28,Bicep_Correct_Form
321,-7.72,0.56,-0.37,Bicep_Correct_Form
62,-7.5,2.53,-0.19,Bicep_Correct_Form
432,-7.5,2.16,-0.12,Bicep_Correct_Form
89,-7.5,0.34,-0.44,Bicep_Correct_Form
979,-7.34,1.03,-1.19,Bicep_Correct_Form
58,-7.66,0.81,-1.28,Bicep_Correct_Form
978,-6.97,1.91,-0.88,Bicep_Correct_Form
363,-7.88,1.37,-0.81,Bicep_Correct_Form
976,-8.09,2.19,-1.37,Bicep_Correct_Form
648,-7.53,1.59,-0.78,Bicep_Correct_Form
975,-7.88,2.09,-0.97,Bicep_Correct_Form
509,-7.78,0.31,-0.81,Bicep_Correct_Form
650,-7.78,1.12,-0.63,Bicep_Correct_Form
450,-7.59,1.66,-0.78,Bicep_Correct_Form
884,-7.84,1.34,-0.44,Bicep_Correct_Form
257,-9.13,2,-1.97,Bicep_Correct_Form
905,-7.28,1.31,-0.16,Bicep_Correct_Form
455,-7.59,-0.19,-1.25,Bicep_Correct_Form
804,-7.56,1.37,-0.66,Bicep_Correct_Form
308,-7.78,0.28,-1.75,Bicep_Correct_Form
786,-7.34,1.69,-0.25,Bicep_Correct_Form
278,-7.88,0.37,-0.88,Bicep_Correct_Form
961,-7.53,1.72,-0.06,Bicep_Correct_Form
686,-7.47,0.06,-1.22,Bicep_Correct_Form
912,-7.59,0.94,-0.47,Bicep_Correct_Form
339,-7.59,0.22,-1,Bicep_Correct_Form
786,-7.47,1.28,-0.59,Bicep_Correct_Form
266,-7.75,-0.16,-1.19,Bicep_Correct_Form
532,-7.63,0.72,-0.66,Bicep_Correct_Form
310,-7.81,-0.97,-0.56,Bicep_Correct_Form
152,-7.81,0.31,-0.59,Bicep_Correct_Form
340,-7.47,0.44,-0.69,Bicep_Correct_Form
99,-7.81,1.03,-0.81,Bicep_Correct_Form
538,-7.53,0.16,-0.41,Bicep_Correct_Form
56,-7.72,0.91,-0.28,Bicep_Correct_Form
566,-7.38,0.31,-0.5,Bicep_Correct_Form
109,-7.72,1.19,-0.19,Bicep_Correct_Form
516,-7.91,-0.94,-0.91,Bicep_Correct_Form
53,-7.81,1.41,-0.12,Bicep_Correct_Form
177,-7.72,-0.25,-0.22,Bicep_Correct_Form
438,-7.78,0.47,-0.75,Bicep_Correct_Form
501,-7.88,-0.91,-0.72,Bicep_Correct_Form
447,-7.63,0.34,-1,Bicep_Correct_Form
837,-7.41,0.94,-0.53,Bicep_Correct_Form
357,-7.63,1,-0.63,Bicep_Correct_Form
979,-7.69,-0.53,-0.91,Bicep_Correct_Form
301,-7.88,0,-1.12,Bicep_Correct_Form
548,-7.66,0.84,-0.56,Bicep_Correct_Form
406,-8.09,1.37,-0.66,Bicep_Correct_Form
797,-7.31,0.47,0.22,Bicep_Correct_Form
468,-7.66,0.78,-0.06,Bicep_Correct_Form
689,-7.84,0.47,-0.28,Bicep_Correct_Form
458,-7.84,0.41,-1,Bicep_Correct_Form
529,-7.31,1.28,-0.84,Bicep_Correct_Form
368,-7.56,1.12,-0.78,Bicep_Correct_Form
694,-7.84,0.59,-1.03,Bicep_Correct_Form
566,-7.84,0.12,-1.09,Bicep_Correct_Form
299,-7.28,0.91,-0.94,Bicep_Correct_Form
929,-7.56,-0.37,-1.56,Bicep_Correct_Form
449,-7.44,1.56,-1.59,Bicep_Correct_Form
186,-7.41,1,-1.88,Bicep_Correct_Form
913,-7.75,0.97,-1.19,Bicep_Correct_Form
266,-7.41,1.41,-1.22,Bicep_Correct_Form
190,-7.53,1.37,-1.91,Bicep_Correct_Form
638,-7.41,0.72,-1.59,Bicep_Correct_Form
240,-7.63,1.09,-1.44,Bicep_Correct_Form
388,-7.59,0.69,-0.84,Bicep_Correct_Form
565,-7.72,0.81,-1.59,Bicep_Correct_Form
333,-7.5,0.97,-1.16,Bicep_Correct_Form
931,-7.47,1.28,-1.37,Bicep_Correct_Form
540,-7.59,0.78,-1.28,Bicep_Correct_Form
635,-7.38,1.25,-0.94,Bicep_Correct_Form
390,-7.41,1.31,-1.06,Bicep_Correct_Form
628,-7.59,0.28,-1.19,Bicep_Correct_Form
268,-7.19,1.31,-0.97,Bicep_Correct_Form
727,-7.53,1.25,-1.22,Bicep_Correct_Form
424,-7.63,1.28,-1.12,Bicep_Correct_Form
340,-7.5,1.56,-1.09,Bicep_Correct_Form
795,-7.72,1.03,-1.12,Bicep_Correct_Form
643,-7.53,1.75,-1.28,Bicep_Correct_Form
524,-7.22,0.69,-0.91,Bicep_Correct_Form
783,-6.97,1.31,-1.44,Bicep_Correct_Form
439,-7.5,1.44,-1.31,Bicep_Correct_Form
258,-7.81,0.63,-1.16,Bicep_Correct_Form
313,-6.69,1.09,-0.81,Bicep_Correct_Form
796,-7.41,0.94,-1.16,Bicep_Correct_Form
549,-7.38,1.5,-1.06,Bicep_Correct_Form
404,-7.81,1.25,-1.12,Bicep_Correct_Form
353,-7.63,0.91,-1.12,Bicep_Correct_Form
197,-7.34,2.22,-1.59,Bicep_Correct_Form
458,-7.56,1,-1.66,Bicep_Correct_Form
322,-7.5,-0.03,-1.19,Bicep_Correct_Form
178,-7.5,1.28,-1.53,Bicep_Correct_Form
804,-7.5,0.81,-1.81,Bicep_Correct_Form
460,-7.34,1.28,-1.34,Bicep_Correct_Form
372,-8.03,0.41,-1.41,Bicep_Correct_Form
682,-7.81,0.59,-1.31,Bicep_Correct_Form
511,-7.44,1.59,-1.19,Bicep_Correct_Form
401,-7.63,0.94,-1.37,Bicep_Correct_Form
938,-7.28,1.09,-1.22,Bicep_Correct_Form
438,-7.5,0.5,-1.28,Bicep_Correct_Form
387,-7.47,0.69,-1.03,Bicep_Correct_Form
522,-7.72,1.59,-0.84,Bicep_Correct_Form
937,-7.44,1.34,-0.59,Bicep_Correct_Form
680,-7.47,0.97,-1.28,Bicep_Correct_Form
534,-7.84,0.72,-0.28,Bicep_Correct_Form
406,-8,1,-0.72,Bicep_Correct_Form
941,-7.19,0.34,-1.16,Bicep_Correct_Form
748,-7.5,0.72,-1.75,Bicep_Correct_Form
276,-7.34,1.31,-1.28,Bicep_Correct_Form
573,-7.88,0.47,-1.19,Bicep_Correct_Form
400,-7.25,0.66,-1.44,Bicep_Correct_Form
578,-7.81,0.72,-0.91,Bicep_Correct_Form
288,-7.88,1.06,-1.06,Bicep_Correct_Form
496,-7.69,0.41,-1.75,Bicep_Correct_Form
940,-6.84,2.03,-0.81,Bicep_Correct_Form
253,-7.88,1.34,-0.81,Bicep_Correct_Form
938,-7.78,1.37,-0.81,Bicep_Correct_Form
324,-7.84,0.09,-0.5,Bicep_Correct_Form
454,-7.66,0.28,-0.81,Bicep_Correct_Form
381,-7.78,0,-0.72,Bicep_Correct_Form
211,-7.44,1.81,-0.47,Bicep_Correct_Form
277,-7.59,1.22,-0.47,Bicep_Correct_Form
933,-7.78,1.56,-0.25,Bicep_Correct_Form
663,-7.41,1.09,0.16,Bicep_Correct_Form
360,-7.88,1.37,-0.75,Bicep_Correct_Form
228,-7.63,1.72,-0.84,Bicep_Correct_Form
175,-7.63,1.31,-1.03,Bicep_Correct_Form
706,-7.56,1.41,-0.97,Bicep_Correct_Form
235,-7.69,0.56,-1.31,Bicep_Correct_Form
393,-7.38,1.75,-0.72,Bicep_Correct_Form
709,-7.16,1.66,-0.53,Bicep_Correct_Form
843,-7.56,0.44,-0.53,Bicep_Correct_Form
329,-7.44,1.56,-1.34,Bicep_Correct_Form
869,-7.81,1.31,-0.75,Bicep_Correct_Form
309,-7.84,0.91,-1.19,Bicep_Correct_Form
440,-7.16,1.78,-0.81,Bicep_Correct_Form
267,-7.75,1.03,-1.06,Bicep_Correct_Form
507,-7.84,1.47,-0.88,Bicep_Correct_Form
281,-7.63,0.88,-0.72,Bicep_Correct_Form
150,-7.63,1.19,-0.75,Bicep_Correct_Form
280,-7.66,1.69,-1.06,Bicep_Correct_Form
705,-6.75,2.81,-0.03,Bicep_Correct_Form
824,-7.56,0.47,-0.66,Bicep_Correct_Form
628,-7.88,1.09,-0.66,Bicep_Correct_Form
934,-7.84,1.12,-1.03,Bicep_Correct_Form
554,-7.06,1.47,-0.03,Bicep_Correct_Form
646,-7.84,1.72,-0.41,Bicep_Correct_Form
346,-7.88,-0.16,-1.06,Bicep_Correct_Form
532,-7.72,1.44,-0.69,Bicep_Correct_Form
477,-7.16,0.5,-0.31,Bicep_Correct_Form
194,-7.66,1.16,-0.75,Bicep_Correct_Form
438,-7.59,1.25,-0.75,Bicep_Correct_Form
343,-6.94,0.84,-0.53,Bicep_Correct_Form
505,-7.38,1.09,-0.59,Bicep_Correct_Form
368,-7.5,1.88,-0.12,Bicep_Correct_Form
179,-7.88,1.19,-0.12,Bicep_Correct_Form
126,-7.66,0.84,-0.81,Bicep_Correct_Form
940,-7.66,0.84,-0.78,Bicep_Correct_Form
404,-7.59,0.78,-0.56,Bicep_Correct_Form
558,-7.47,1.44,-0.37,Bicep_Correct_Form
392,-7.5,1.72,-0.16,Bicep_Correct_Form
495,-7.56,1.19,-0.47,Bicep_Correct_Form
392,-7.47,0.88,-0.78,Bicep_Correct_Form
498,-7.44,1.28,-0.25,Bicep_Correct_Form
251,-7.97,0.91,-2,Bicep_Correct_Form
945,-7.66,1.37,-0.84,Bicep_Correct_Form
359,-7.34,0.5,-0.72,Bicep_Correct_Form
294,-7.97,0.5,-1.09,Bicep_Correct_Form
522,-7.69,1,-0.84,Bicep_Correct_Form
461,-7.59,0.72,-0.72,Bicep_Correct_Form
229,-7.75,0.69,-1.34,Bicep_Correct_Form
782,-7.28,1.12,-0.94,Bicep_Correct_Form
386,-7.5,1.41,-0.69,Bicep_Correct_Form
480,-6.47,1.44,-0.34,Bicep_Correct_Form
323,-7.25,1.16,-0.88,Bicep_Correct_Form
564,-7.81,0.84,-1.16,Bicep_Correct_Form
942,-7.69,-0.12,-0.97,Bicep_Correct_Form
446,-7.53,0.69,-1.28,Bicep_Correct_Form
537,-7.66,0.37,-1,Bicep_Correct_Form
384,-7.66,0.56,-0.88,Bicep_Correct_Form
942,-7.38,1.22,-0.88,Bicep_Correct_Form
592,-7.16,1.12,-1.19,Bicep_Correct_Form
421,-7.84,0.81,-1.44,Bicep_Correct_Form
556,-7.88,0.72,-1.16,Bicep_Correct_Form
452,-7.88,0.66,-1.59,Bicep_Correct_Form
706,-7.75,0.34,-1.34,Bicep_Correct_Form
436,-8.28,1.28,-1.09,Bicep_Correct_Form
363,-7.28,1.69,-0.53,Bicep_Correct_Form
973,-8.47,1.12,-0.37,Bicep_Wrong_Form
775,-5.41,6.31,2.06,Bicep_Wrong_Form
531,-4.13,6.16,2.03,Bicep_Wrong_Form
891,-8.22,2.5,0.34,Bicep_Wrong_Form
390,-5.63,4.34,1.22,Bicep_Wrong_Form
486,-5.09,4.94,2.34,Bicep_Wrong_Form
409,-7.69,-0.34,-0.91,Bicep_Wrong_Form
582,-8.06,0.19,-0.19,Bicep_Wrong_Form
394,-7.16,4.47,0.84,Bicep_Wrong_Form
496,-6.16,3.47,1.19,Bicep_Wrong_Form
923,-8.03,4.5,-1.44,Bicep_Wrong_Form
758,-7.06,3.06,1.78,Bicep_Wrong_Form
974,-4.38,3.72,0.94,Bicep_Wrong_Form
259,-7.72,-0.16,-1.81,Bicep_Wrong_Form
971,-6.38,5.66,0.06,Bicep_Wrong_Form
621,-6.69,5.5,0.91,Bicep_Wrong_Form
973,-6.81,3.53,1.88,Bicep_Wrong_Form
720,-8.41,1.25,-1.19,Bicep_Wrong_Form
380,-5.72,4.34,2.16,Bicep_Wrong_Form
977,-6.22,4.31,1.28,Bicep_Wrong_Form
607,-7.41,-0.72,-1.44,Bicep_Wrong_Form
523,-5.66,3.78,1.53,Bicep_Wrong_Form
447,-7.31,1.25,-2.03,Bicep_Wrong_Form
511,-3.66,5.19,1.5,Bicep_Wrong_Form
900,-7.97,3.78,-0.56,Bicep_Wrong_Form
637,-6.09,3.03,0.63,Bicep_Wrong_Form
972,-5.88,3.41,0.56,Bicep_Wrong_Form
494,-8.03,2.53,-0.53,Bicep_Wrong_Form
591,-4.31,5.81,1.5,Bicep_Wrong_Form
206,-7.44,0,-0.88,Bicep_Wrong_Form
687,-4.78,6.16,2.59,Bicep_Wrong_Form
471,-7.72,1.34,-1.91,Bicep_Wrong_Form
909,-5.53,3.09,1.41,Bicep_Wrong_Form
380,-8.03,3.88,-0.28,Bicep_Wrong_Form
453,-6.69,3.03,0.37,Bicep_Wrong_Form
628,-6.84,1.37,0.81,Bicep_Wrong_Form
482,-4.25,3.47,2.22,Bicep_Wrong_Form
547,-8.91,1.28,-0.72,Bicep_Wrong_Form
284,-5.22,4.44,0.81,Bicep_Wrong_Form
767,-6.63,3.97,0.59,Bicep_Wrong_Form
474,-7.22,3.75,0.53,Bicep_Wrong_Form
379,-5.59,4.59,2.53,Bicep_Wrong_Form
755,-7.84,1.69,-0.28,Bicep_Wrong_Form
514,-5.81,4.16,4.63,Bicep_Wrong_Form
774,-7.84,2.16,-0.03,Bicep_Wrong_Form
462,-5.94,2.88,0.44,Bicep_Wrong_Form
585,-8.22,0.94,0.12,Bicep_Wrong_Form
442,-6.56,4.09,1.91,Bicep_Wrong_Form
680,-8.38,1.81,-0.81,Bicep_Wrong_Form
337,-5.94,4.06,0.59,Bicep_Wrong_Form
756,-8.5,1.25,-0.53,Bicep_Wrong_Form
409,-5.91,4.91,0.97,Bicep_Wrong_Form
577,-8.06,4.63,-0.09,Bicep_Wrong_Form
434,-7.5,1.66,0.75,Bicep_Wrong_Form
549,-6.91,4.78,0.66,Bicep_Wrong_Form
461,-7.34,0.34,-0.31,Bicep_Wrong_Form
409,-5.75,4.22,2.13,Bicep_Wrong_Form
568,-5.16,4.91,1.16,Bicep_Wrong_Form
667,-8,1.03,-0.47,Bicep_Wrong_Form
551,-6.28,4.44,1.81,Bicep_Wrong_Form
960,-6.91,3.72,-0.06,Bicep_Wrong_Form
867,-7.44,3.09,-0.12,Bicep_Wrong_Form
978,-7.84,3.84,-0.25,Bicep_Wrong_Form
716,-7.75,2.38,1.81,Bicep_Wrong_Form
954,-1.91,6.91,1.59,Bicep_Wrong_Form
629,-6.63,2.53,0.06,Bicep_Wrong_Form
973,-6.75,3.97,-0.19,Bicep_Wrong_Form
527,-7.81,1.72,-0.44,Bicep_Wrong_Form
713,-4.22,5.66,1.81,Bicep_Wrong_Form
505,-7.41,1.84,-0.5,Bicep_Wrong_Form
747,-7.97,2.31,-0.88,Bicep_Wrong_Form
534,-5.91,2.75,0.03,Bicep_Wrong_Form
